commit,refactoring type,description,tool,validation,note
https://github.com/asyml/texar/commit/dba2d97f538ef566df8a6649713f877d56496a08,Rename Method,"Location: txtgen/modules/decoders/rnn_decoder_helpers.py
The method ""make_helper"" is renamed to ""get_helper""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/de6d802b480f1504d060915dc520bef9223aac84,Add Parameter,"Location: texar/data/data/mono_text_data.py/MonoTextData
The parameter(s) ""name_prefix"" in the class ""MonoTextData""is/are added to the method ""_make_processor""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/de6d802b480f1504d060915dc520bef9223aac84,Add Parameter,"Location: texar/data/data/scalar_data.py/ScalarData
The parameter(s) ""name_prefix"" in the class ""ScalarData""is/are added to the method ""_make_processor""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/de6d802b480f1504d060915dc520bef9223aac84,Move Method,"Location: texar/data/data/data_utils.py
Move Method	package maybe_tuple(data Any) : void from class org.texar.data.data.data_utils.PyDummyClass1 to package maybe_tuple(data Any) : void from class org.texar.data.data.data_utils.PyDummyClass2",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/de6d802b480f1504d060915dc520bef9223aac84,Move Method,"Location: texar/data/data/data_utils.py
Move Method	package make_partial(fn Any) : void from class org.texar.data.data.data_utils.PyDummyClass1 to package make_partial(fn Any) : void from class org.texar.data.data.data_utils.PyDummyClass2",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/de6d802b480f1504d060915dc520bef9223aac84,Move Method,"Location: texar/data/data/data_utils.py
Move Method	package make_chained_transformation(tran_fns Any) : void from class org.texar.data.data.data_utils.PyDummyClass1 to package make_chained_transformation(tran_fns Any) : void from class org.texar.data.data.data_utils.PyDummyClass2",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/de6d802b480f1504d060915dc520bef9223aac84,Move Method,"Location: texar/data/data/data_utils.py
Move Method	package make_combined_transformation(tran_fns Any, name_prefix Any) : void from class org.texar.data.data.data_utils.PyDummyClass1 to package make_combined_transformation(tran_fns Any, name_prefix Any) : void from class org.texar.data.data.data_utils.PyDummyClass2",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/de6d802b480f1504d060915dc520bef9223aac84,Move Method,"Location: texar/data/data/data_utils.py
Move Method	package random_shard_dataset(dataset_size Any, shard_size Any, seed Any) : void from class org.texar.data.data.data_utils.PyDummyClass1 to package random_shard_dataset(dataset_size Any, shard_size Any, seed Any) : void from class org.texar.data.data.data_utils.PyDummyClass2",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/de6d802b480f1504d060915dc520bef9223aac84,Move Method,"Location: texar/data/data/data_utils.py
Move Method	package count_file_lines(filenames Any) : void from class org.texar.data.data.data_utils.PyDummyClass1 to package count_file_lines(filenames Any) : void from class org.texar.data.data.data_utils.PyDummyClass2",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/e02f1a379696f66da7c2aff83e1f4af52f894614,Add Parameter,"Location: txtgen/modules/connectors/connectors.py/ConcatConnector
The parameter(s) ""transform"" in the class ""ConcatConnector""is/are added to the method ""_build""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/e02f1a379696f66da7c2aff83e1f4af52f894614,Change/Rename Parameter,"Location: txtgen/modules/connectors/connectors.py/ConstantConnector
The parameter(s) ""decoder_state_size"" of the method ""__init__"" in the class ""ConstantConnector"" is/are changed/renamed to ""output_size""",PyRef,TP,
https://github.com/asyml/texar/commit/e02f1a379696f66da7c2aff83e1f4af52f894614,Change/Rename Parameter,"Location: txtgen/modules/connectors/connectors.py/ForwardConnector
The parameter(s) ""decoder_state_size"" of the method ""__init__"" in the class ""ForwardConnector"" is/are changed/renamed to ""output_size""",PyRef,TP,
https://github.com/asyml/texar/commit/e02f1a379696f66da7c2aff83e1f4af52f894614,Change/Rename Parameter,"Location: txtgen/modules/connectors/connectors.py/MLPTransformConnector
The parameter(s) ""decoder_state_size"" of the method ""__init__"" in the class ""MLPTransformConnector"" is/are changed/renamed to ""output_size""",PyRef,TP,
https://github.com/asyml/texar/commit/e02f1a379696f66da7c2aff83e1f4af52f894614,Change/Rename Parameter,"Location: txtgen/modules/connectors/connectors.py/StochasticConnector
The parameter(s) ""decoder_state_size"" of the method ""__init__"" in the class ""StochasticConnector"" is/are changed/renamed to ""output_size""",PyRef,TP,
https://github.com/asyml/texar/commit/e02f1a379696f66da7c2aff83e1f4af52f894614,Change/Rename Parameter,"Location: txtgen/modules/connectors/connectors.py/ConcatConnector
The parameter(s) ""decoder_state_size"" of the method ""__init__"" in the class ""ConcatConnector"" is/are changed/renamed to ""output_size""",PyRef,TP,
https://github.com/asyml/texar/commit/e16ffc89ed8330a13a9c3b33dc6e2e84dab00160,Add Parameter,"Location: texar/models/tsf/attention_decoder.py/AttentionDecoder
The parameter(s) ""output_layer"" in the class ""AttentionDecoder""is/are added to the method ""__init__""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/e1dba7bcd77899f2477b5fe37b247320d628cd73,Add Parameter,"Location: texar/models/tsf/classifier.py/Classifier
The parameter(s) ""gamma"" in the class ""Classifier""is/are added to the method ""train_step""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/e1dba7bcd77899f2477b5fe37b247320d628cd73,Add Parameter,"Location: texar/models/tsf/classifier.py/Classifier
The parameter(s) ""gamma"" in the class ""Classifier""is/are added to the method ""train_step""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/e4d934bf3c19873071700043d7a4c262b4fb89b9,Add Parameter,"Location: txtgen/modules/decoders/rnn_decoder_base.py/RNNDecoderBase
The parameter(s) ""output_layer"" in the class ""RNNDecoderBase""is/are added to the method ""__init__""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/e4d934bf3c19873071700043d7a4c262b4fb89b9,Add Parameter,"Location: txtgen/modules/decoders/rnn_decoders.py/BasicRNNDecoder
The parameter(s) ""output_layer"" in the class ""BasicRNNDecoder""is/are added to the method ""__init__""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/ee251c969a5f0751f2abf76007bebebb95872a3d,Add Parameter,"Location: texar/data/data/mono_text_data.py/MonoTextData
The parameter(s) ""self"" in the class ""MonoTextData""is/are added to the method ""_process_dataset""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/ee251c969a5f0751f2abf76007bebebb95872a3d,Add Parameter,"Location: texar/data/data/multi_aligned_data.py/MultiAlignedTextData
The parameter(s) ""self"" in the class ""MultiAlignedTextData""is/are added to the method ""_process_dataset""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/ee251c969a5f0751f2abf76007bebebb95872a3d,Add Parameter,"Location: texar/data/data/paired_text_data.py/PairedTextData
The parameter(s) ""self"" in the class ""PairedTextData""is/are added to the method ""_process_dataset""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/ee251c969a5f0751f2abf76007bebebb95872a3d,Change/Rename Parameter,"Location: texar/data/data/mono_text_data.py/MonoTextData
The parameter(s) ""text_data"" of the method ""_make_other_transformations"" in the class ""MonoTextData"" is/are changed/renamed to ""data_spec""",PyRef,TP,
https://github.com/asyml/texar/commit/ee520054f436ae9b38ce359da397ffc4a0de829a,Add Parameter,"Location: texar/agents/nature_dqn_agent.py/NatureDQNAgent
The parameter(s) ""qnet,replay_memory"" in the class ""NatureDQNAgent""is/are added to the method ""__init__""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/f073f90e639afa1ee2141dbed5d76e26ed31d5de,Add Parameter,"Location: texar/models/tsf/ops.py
The parameter(s) ""real_len,fake_len""is/are added to the method ""adv_loss""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/f073f90e639afa1ee2141dbed5d76e26ed31d5de,Add Parameter,"Location: texar/modules/encoders/conv1d_discriminator.py/CNN
The parameter(s) ""seq_len"" in the class ""CNN""is/are added to the method ""_build""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/f073f90e639afa1ee2141dbed5d76e26ed31d5de,Move Method,"Location: texar/models/tsf/ops.py
Move Method	package adv_loss(x_real Any, x_fake Any, discriminator Any) : void from class org.texar.models.tsf.ops.PyDummyClass2 to package adv_loss(x_real Any, x_fake Any, discriminator Any, real_len Any, fake_len Any) : void from class org.texar.models.tsf.ops.PyDummyClass1",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/f073f90e639afa1ee2141dbed5d76e26ed31d5de,Move Method,"Location: texar/models/tsf/ops.py
Move Method	package retrieve_variables(scopes Any) : void from class org.texar.models.tsf.ops.PyDummyClass2 to package retrieve_variables(scopes Any) : void from class org.texar.models.tsf.ops.PyDummyClass1",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/f073f90e639afa1ee2141dbed5d76e26ed31d5de,Move Method,"Location: texar/models/tsf/ops.py
Move Method	package feed_dict(model Any, batch Any, rho Any, gamma Any, dropout Any, learning_rate Any) : void from class org.texar.models.tsf.ops.PyDummyClass2 to package feed_dict(model Any, batch Any, rho Any, gamma Any, dropout Any, learning_rate Any) : void from class org.texar.models.tsf.ops.PyDummyClass1",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/fe3c56d1843822425f9b387966f1f660a1d16714,Remove Parameter,"Location: txtgen/data/database.py/DataBaseBase
The parameter(s) ""seq_len"" is/are removed from the method ""__init__"" in the class ""DataBaseBase""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/fe3c56d1843822425f9b387966f1f660a1d16714,Remove Parameter,"Location: txtgen/data/database.py/MonoTextDataBase
The parameter(s) ""seq_len"" is/are removed from the method ""__init__"" in the class ""MonoTextDataBase""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/fe3c56d1843822425f9b387966f1f660a1d16714,Remove Parameter,"Location: txtgen/modules/connectors/connector_base.py/ConnectorBase
The parameter(s) ""seq_len"" is/are removed from the method ""__init__"" in the class ""ConnectorBase""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/fe3c56d1843822425f9b387966f1f660a1d16714,Remove Parameter,"Location: txtgen/modules/connectors/connectors.py/ConstantConnector
The parameter(s) ""seq_len"" is/are removed from the method ""__init__"" in the class ""ConstantConnector""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/fe3c56d1843822425f9b387966f1f660a1d16714,Remove Parameter,"Location: txtgen/modules/connectors/connectors.py/ForwardConnector
The parameter(s) ""seq_len"" is/are removed from the method ""__init__"" in the class ""ForwardConnector""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/fe3c56d1843822425f9b387966f1f660a1d16714,Remove Parameter,"Location: txtgen/modules/connectors/connectors.py/MLPTransformConnector
The parameter(s) ""seq_len"" is/are removed from the method ""__init__"" in the class ""MLPTransformConnector""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/fe3c56d1843822425f9b387966f1f660a1d16714,Remove Parameter,"Location: txtgen/modules/connectors/connectors.py/StochasticConnector
The parameter(s) ""seq_len"" is/are removed from the method ""__init__"" in the class ""StochasticConnector""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/fe3c56d1843822425f9b387966f1f660a1d16714,Remove Parameter,"Location: txtgen/modules/decoders/rnn_decoder_base.py/RNNDecoderBase
The parameter(s) ""seq_len"" is/are removed from the method ""__init__"" in the class ""RNNDecoderBase""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/fe3c56d1843822425f9b387966f1f660a1d16714,Remove Parameter,"Location: txtgen/modules/decoders/rnn_decoders.py/BasicRNNDecoder
The parameter(s) ""seq_len"" is/are removed from the method ""__init__"" in the class ""BasicRNNDecoder""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/fe3c56d1843822425f9b387966f1f660a1d16714,Remove Parameter,"Location: txtgen/modules/encoders/encoder_base.py/EncoderBase
The parameter(s) ""seq_len"" is/are removed from the method ""__init__"" in the class ""EncoderBase""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/fe3c56d1843822425f9b387966f1f660a1d16714,Remove Parameter,"Location: txtgen/modules/encoders/rnn_encoders.py/RNNEncoderBase
The parameter(s) ""seq_len"" is/are removed from the method ""__init__"" in the class ""RNNEncoderBase""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/fe3c56d1843822425f9b387966f1f660a1d16714,Remove Parameter,"Location: txtgen/modules/encoders/rnn_encoders.py/ForwardRNNEncoder
The parameter(s) ""seq_len"" is/are removed from the method ""__init__"" in the class ""ForwardRNNEncoder""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/fe3c56d1843822425f9b387966f1f660a1d16714,Remove Parameter,"Location: txtgen/modules/encoders/rnn_encoders.py/HierarchicalForwardRNNEncoder
The parameter(s) ""seq_len"" is/are removed from the method ""__init__"" in the class ""HierarchicalForwardRNNEncoder""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/fe3c56d1843822425f9b387966f1f660a1d16714,Remove Parameter,"Location: txtgen/modules/module_base.py/ModuleBase
The parameter(s) ""seq_len"" is/are removed from the method ""__init__"" in the class ""ModuleBase""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/fe3c56d1843822425f9b387966f1f660a1d16714,Rename Method,"Location: txtgen/modules/module_base.py/ModuleBase
The method ""module_name"" in the class ""ModuleBase"" is renamed to ""name""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/fe3c56d1843822425f9b387966f1f660a1d16714,Rename Method,"Location: txtgen/data/database.py
Rename Method	package default_text_database_hparams() : void renamed to package default_text_dataset_hparams() : void in class org.txtgen.data.database.PyDummyClass1",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/ff81731754a7197f19eefa1ab80bc1fd27592ab5,Push Down Method,"Location: txtgen/modules/encoders/encoder_base.py
The method ""default_hparams"" of the class ""EncoderBase""in the file ""txtgen/modules/encoders/encoder_base.py""is pushed down to the class ""ForwardRNNEncoder""in the file ""txtgen/modules/encoders/rnn_encoders.py""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/ffd5a3aa80a3fbe449b1a54a8fb5c91be79aa952,Add Parameter,"Location: txtgen/modules/decoders/rnn_decoder_base.py/RNNDecoderBase
The parameter(s) ""cell"" in the class ""RNNDecoderBase""is/are added to the method ""__init__""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/ffd5a3aa80a3fbe449b1a54a8fb5c91be79aa952,Add Parameter,"Location: txtgen/modules/decoders/rnn_decoders.py/BasicRNNDecoder
The parameter(s) ""cell"" in the class ""BasicRNNDecoder""is/are added to the method ""__init__""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/ffd5a3aa80a3fbe449b1a54a8fb5c91be79aa952,Add Parameter,"Location: txtgen/modules/encoders/rnn_encoders.py/ForwardRNNEncoder
The parameter(s) ""cell"" in the class ""ForwardRNNEncoder""is/are added to the method ""__init__""",PyRef,TP,
https://github.com/asyml/texar/commit/ffe1bfb91edce333b443dc17acef2d52b0d2d0b9,Add Parameter,"Location: txtgen/data/vocabulary.py/Vocab
The parameter(s) ""padding_token"" in the class ""Vocab""is/are added to the method ""__init__""","PyRef,Python-adapted RMiner",TP,
